plantId,commonName,botanicalName,category,poolScore,poolLevel,slopeScore,slopeLevel,flowerBedScore,hedgeScore,grassScore,messiness,evergreenPresence,beeDraw,petKidCaution,colorType,welGardens,allStar,notes,roleReasons
732,Boxwood 'Green Mountain' Spiral Topiary,Buxus x 'Green Mountain',SHRUBS,100,excellent,20,poor,20,84,20,low,evergreen/everpresent,low,normal,mostly green/texture,,,,low-mess behavior | evergreen/everpresent foliage | clean foliage / grass-like / evergreen structure | existing pool-safe design score
749,Japanese Boxwood 'Green Beauty',Buxus microphylla japonica 'Green Beauty',SHRUBS,100,excellent,20,poor,20,84,20,low,evergreen/everpresent,low,normal,foliage color,,,,"low-mess behavior | evergreen/everpresent foliage | clean foliage / grass-like / evergreen structure | color comes from foliage, not just flower drop | existing pool-safe design score"
750,Japanese Boxwood 'Winter Gem',Buxus microphylla japonica 'Winter Gem',SHRUBS,100,excellent,20,poor,20,84,20,low,evergreen/everpresent,low,normal,foliage color,,,,"low-mess behavior | evergreen/everpresent foliage | clean foliage / grass-like / evergreen structure | color comes from foliage, not just flower drop | existing pool-safe design score"
789,Cordyline,Cordyline banksii 'Charlie Boy' PP20139,SHRUBS,100,excellent,20,poor,20,20,20,low,evergreen/everpresent,low,normal,foliage color,,,,"low-mess behavior | evergreen/everpresent foliage | clean foliage / grass-like / evergreen structure | color comes from foliage, not just flower drop | existing pool-safe design score"
823,Dwarf English Boxwood,Buxus sempervirens 'Suffruticosa',SHRUBS,100,excellent,20,poor,20,84,20,low,evergreen/everpresent,low,normal,mostly green/texture,,,,low-mess behavior | evergreen/everpresent foliage | clean foliage / grass-like / evergreen structure | existing pool-safe design score
829,Dwarf Tree Fern 'Silver Lady',Blechnum gibbum 'Silver Lady',SHRUBS,100,excellent,20,poor,20,20,20,low,evergreen/everpresent,low,normal,foliage color,,,,"low-mess behavior | evergreen/everpresent foliage | clean foliage / grass-like / evergreen structure | color comes from foliage, not just flower drop | existing pool-safe design score"
836,English Boxwood Cone Topiary,Buxus sempervirens Cone,SHRUBS,100,excellent,20,poor,20,84,20,low,evergreen/everpresent,low,normal,mostly green/texture,,,,low-mess behavior | evergreen/everpresent foliage | clean foliage / grass-like / evergreen structure | existing pool-safe design score
837,English Boxwood Pom Pom Topiary,Buxus sempervirens Pom Pom,SHRUBS,100,excellent,20,poor,20,84,20,low,evergreen/everpresent,low,normal,mostly green/texture,,,,low-mess behavior | evergreen/everpresent foliage | clean foliage / grass-like / evergreen structure | existing pool-safe design score
838,English Boxwood Spiral Topiary,Buxus sempervirens Spiral,SHRUBS,100,excellent,20,poor,20,84,20,low,evergreen/everpresent,low,normal,mostly green/texture,,,,low-mess behavior | evergreen/everpresent foliage | clean foliage / grass-like / evergreen structure | existing pool-safe design score
841,Euonymus 'Emerald Gaiety',Euonymus fortunei 'Emerald Gaiety',SHRUBS,100,excellent,100,excellent,34,84,20,low,evergreen/everpresent,low,normal,foliage color,Perennial garden,,Matched local Sacramento County UC Master Gardener WEL source.,"waterwise enough for Sacramento-area pool planter | low-mess behavior | evergreen/everpresent foliage | clean foliage / grass-like / evergreen structure | color comes from foliage, not just flower drop | existing pool-safe design score"
842,Euonymus 'Emerald 'n' Gold',Euonymus fortunei 'Emerald 'n' Gold',SHRUBS,100,excellent,80,excellent,20,84,20,low,evergreen/everpresent,low,normal,foliage color,,,,"waterwise enough for Sacramento-area pool planter | low-mess behavior | evergreen/everpresent foliage | clean foliage / grass-like / evergreen structure | color comes from foliage, not just flower drop | existing pool-safe design score"
843,Euonymus 'Gracilis',Euonymus fortunei 'Gracilis',SHRUBS,100,excellent,100,excellent,20,20,20,low,evergreen/everpresent,low,normal,foliage color,,,,"waterwise enough for Sacramento-area pool planter | low-mess behavior | evergreen/everpresent foliage | clean foliage / grass-like / evergreen structure | color comes from foliage, not just flower drop | existing pool-safe design score"
844,Euonymus 'Silver Queen',Euonymus japonicus 'Silver Queen',SHRUBS,100,excellent,46,accent,20,84,20,low,evergreen/everpresent,low,normal,foliage color,,,,"waterwise enough for Sacramento-area pool planter | low-mess behavior | evergreen/everpresent foliage | clean foliage / grass-like / evergreen structure | color comes from foliage, not just flower drop | too large for typical narrow pool planter | existing pool-safe design score"
845,Euonymus 'Sunny Delight' | Monrovia,Euonymus japonicus 'Sunny Delight',SHRUBS,100,excellent,80,excellent,20,84,20,low,evergreen/everpresent,low,normal,foliage color,,,,"waterwise enough for Sacramento-area pool planter | low-mess behavior | evergreen/everpresent foliage | clean foliage / grass-like / evergreen structure | color comes from foliage, not just flower drop | existing pool-safe design score"
850,Flax Lily,Dianella revoluta 'Coolvista',SHRUBS,100,excellent,32,poor,20,20,20,low,evergreen/everpresent,low,normal,foliage color,,,,"low-mess behavior | evergreen/everpresent foliage | clean foliage / grass-like / evergreen structure | color comes from foliage, not just flower drop | existing pool-safe design score"
871,Globe Colorado Blue Spruce,Picea pungens 'Globosa',SHRUBS,100,excellent,20,poor,20,20,20,low,evergreen/everpresent,low,normal,foliage color,,,,"low-mess behavior | evergreen/everpresent foliage | clean foliage / grass-like / evergreen structure | color comes from foliage, not just flower drop | existing pool-safe design score"
873,Golden Euonymus,Euonymus japonicus 'Aureo-marginatus',SHRUBS,100,excellent,46,accent,20,84,20,low,evergreen/everpresent,low,normal,foliage color,,,,"waterwise enough for Sacramento-area pool planter | low-mess behavior | evergreen/everpresent foliage | clean foliage / grass-like / evergreen structure | color comes from foliage, not just flower drop | too large for typical narrow pool planter | existing pool-safe design score"
876,Green Tower® Boxwood | Monrovia,Buxus sempervirens 'Green Tower',SHRUBS,100,excellent,0,poor,20,84,20,low,evergreen/everpresent,low,normal,foliage color,,,,"low-mess behavior | evergreen/everpresent foliage | clean foliage / grass-like / evergreen structure | color comes from foliage, not just flower drop | too large for typical narrow pool planter | existing pool-safe design score"
890,Holly Fern,Cyrtomium falcatum,SHRUBS,100,excellent,20,poor,20,20,20,low,evergreen/everpresent,low,normal,mostly green/texture,,,,low-mess behavior | evergreen/everpresent foliage | clean foliage / grass-like / evergreen structure | existing pool-safe design score
910,Japanese Tassel Fern,Polystichum polyblepharum (setosum),SHRUBS,100,excellent,64,usable,20,20,20,low,evergreen/everpresent,low,normal,mostly green/texture,,,,low-mess behavior | evergreen/everpresent foliage | clean foliage / grass-like / evergreen structure | existing pool-safe design score
912,Shore Juniper 'Blue Pacific',Juniperus conferta 'Blue Pacific',SHRUBS,100,excellent,100,excellent,20,20,20,low,evergreen/everpresent,low,normal,foliage color,,,,"waterwise enough for Sacramento-area pool planter | low-mess behavior | evergreen/everpresent foliage | clean foliage / grass-like / evergreen structure | color comes from foliage, not just flower drop | existing pool-safe design score"
913,Juniper 'Blue Star',Juniperus squamata 'Blue Star',SHRUBS,100,excellent,100,excellent,20,20,20,low,evergreen/everpresent,low,normal,foliage color,,,,"waterwise enough for Sacramento-area pool planter | low-mess behavior | evergreen/everpresent foliage | clean foliage / grass-like / evergreen structure | color comes from foliage, not just flower drop | existing pool-safe design score"
914,Juniper 'Green Mound',Juniperus procumbens 'Green Mound',SHRUBS,100,excellent,100,excellent,20,20,20,low,evergreen/everpresent,low,normal,mostly green/texture,,,,waterwise enough for Sacramento-area pool planter | low-mess behavior | evergreen/everpresent foliage | clean foliage / grass-like / evergreen structure | existing pool-safe design score
915,Juniper 'Icee Blue' | Monrovia,Juniperus horizontalis 'Icee Blue',SHRUBS,100,excellent,100,excellent,20,20,20,low,evergreen/everpresent,low,normal,foliage color,Welcome garden,,Matched local Sacramento County UC Master Gardener WEL source.,"waterwise enough for Sacramento-area pool planter | low-mess behavior | evergreen/everpresent foliage | clean foliage / grass-like / evergreen structure | color comes from foliage, not just flower drop | existing pool-safe design score"
916,Juniper 'Mint Julep' 2 Ball | Monrovia,Juniperus chinensis 'Mint Julep',SHRUBS,100,excellent,80,excellent,20,20,20,low,evergreen/everpresent,low,normal,mostly green/texture,,,,waterwise enough for Sacramento-area pool planter | low-mess behavior | evergreen/everpresent foliage | clean foliage / grass-like / evergreen structure | existing pool-safe design score
917,Juniper,Juniperus chinensis 'Shimpaku' Hindupan,SHRUBS,100,excellent,100,excellent,20,20,20,low,evergreen/everpresent,low,normal,foliage color,,,,"low-mess behavior | evergreen/everpresent foliage | clean foliage / grass-like / evergreen structure | color comes from foliage, not just flower drop | existing pool-safe design score"
920,Juniper 'Wichita Blue',Juniperus scopulorum 'Wichita Blue',SHRUBS,100,excellent,46,accent,20,20,20,low,evergreen/everpresent,low,normal,foliage color,,,,"waterwise enough for Sacramento-area pool planter | low-mess behavior | evergreen/everpresent foliage | clean foliage / grass-like / evergreen structure | color comes from foliage, not just flower drop | too large for typical narrow pool planter | existing pool-safe design score"
921,Leatherleaf Fern,Rumohra adiantiformis,SHRUBS,100,excellent,64,usable,20,20,20,low,evergreen/everpresent,low,normal,mostly green/texture,,,,low-mess behavior | evergreen/everpresent foliage | clean foliage / grass-like / evergreen structure | existing pool-safe design score
946,Platinum Beauty&#8482; Lomandra,Lomandra longifolia 'Platinum Beauty',SHRUBS,100,excellent,64,usable,20,20,90,low,evergreen/everpresent,low,normal,foliage color,,,,"waterwise enough for Sacramento-area pool planter | low-mess behavior | evergreen/everpresent foliage | clean foliage / grass-like / evergreen structure | color comes from foliage, not just flower drop | grass/strappy texture works near pools | existing pool-safe design score"
963,New Zealand Flax 'Dark Delight' | Matsuda's,Phormium 'Dark Delight',SHRUBS,100,excellent,32,poor,20,20,20,low,evergreen/everpresent,low,normal,foliage color,,,,"low-mess behavior | evergreen/everpresent foliage | clean foliage / grass-like / evergreen structure | color comes from foliage, not just flower drop | existing pool-safe design score"
964,New Zealand Flax 'Dusky Chief',Phormium 'Dusky Chief',SHRUBS,100,excellent,20,poor,20,20,20,low,evergreen/everpresent,low,normal,foliage color,,,,"low-mess behavior | evergreen/everpresent foliage | clean foliage / grass-like / evergreen structure | color comes from foliage, not just flower drop | existing pool-safe design score"
965,New Zealand Flax 'Jester',,SHRUBS,100,excellent,20,poor,20,20,20,low,evergreen/everpresent,low,normal,foliage color,,,,"low-mess behavior | evergreen/everpresent foliage | clean foliage / grass-like / evergreen structure | color comes from foliage, not just flower drop | existing pool-safe design score"
966,New Zealand Flax 'Maori Chief',Phormium 'Maori Chief',SHRUBS,100,excellent,20,poor,20,20,20,low,evergreen/everpresent,low,normal,foliage color,,,,"low-mess behavior | evergreen/everpresent foliage | clean foliage / grass-like / evergreen structure | color comes from foliage, not just flower drop | existing pool-safe design score"
967,New Zealand Flax 'Mat's Merlot' | Matsuda's,Phormium 'Mat's Merlot',SHRUBS,100,excellent,20,poor,20,20,20,low,evergreen/everpresent,low,normal,foliage color,,,,"low-mess behavior | evergreen/everpresent foliage | clean foliage / grass-like / evergreen structure | color comes from foliage, not just flower drop | existing pool-safe design score"
968,New Zealand Flax 'Pink Stripe',Phormium 'Pink Stripe',SHRUBS,100,excellent,20,poor,20,20,20,low,evergreen/everpresent,low,normal,foliage color,Shade garden,,Matched local Sacramento County UC Master Gardener WEL source.,"low-mess behavior | evergreen/everpresent foliage | clean foliage / grass-like / evergreen structure | color comes from foliage, not just flower drop | existing pool-safe design score"
971,New Zealand Flax 'Yellow Wave',Phormium 'Yellow Wave',SHRUBS,100,excellent,32,poor,20,20,20,low,evergreen/everpresent,low,normal,foliage color,,,,"low-mess behavior | evergreen/everpresent foliage | clean foliage / grass-like / evergreen structure | color comes from foliage, not just flower drop | existing pool-safe design score"
988,Privet,Ligustrum sinense 'Sunshine',SHRUBS,100,excellent,44,accent,20,84,20,low,evergreen/everpresent,low,normal,foliage color,,,,"waterwise enough for Sacramento-area pool planter | low-mess behavior | evergreen/everpresent foliage | clean foliage / grass-like / evergreen structure | color comes from foliage, not just flower drop | existing pool-safe design score"
1010,Silver Maiden Grass 'Morning Light',Miscanthus sinensis 'Morning Light',SHRUBS,100,excellent,64,usable,20,20,90,low,evergreen/everpresent,low,normal,foliage color,,,,"waterwise enough for Sacramento-area pool planter | low-mess behavior | evergreen/everpresent foliage | clean foliage / grass-like / evergreen structure | color comes from foliage, not just flower drop | grass/strappy texture works near pools | existing pool-safe design score"
1012,Sky Box® Japanese Holly,Ilex crenata 'Sky Box',SHRUBS,100,excellent,20,poor,20,20,20,low,evergreen/everpresent,low,normal,mostly green/texture,,,,low-mess behavior | evergreen/everpresent foliage | clean foliage / grass-like / evergreen structure | existing pool-safe design score
1019,Southern Sword Fern,Nephrolepis cordifolia,SHRUBS,100,excellent,76,good,20,20,20,low,evergreen/everpresent,low,normal,mostly green/texture,,,,low-mess behavior | evergreen/everpresent foliage | clean foliage / grass-like / evergreen structure | existing pool-safe design score
1020,Sprinter ® Boxwood,Buxus microphylla microphylla japonica 'Sprinter',SHRUBS,100,excellent,20,poor,20,84,20,low,evergreen/everpresent,low,normal,foliage color,,,,"low-mess behavior | evergreen/everpresent foliage | clean foliage / grass-like / evergreen structure | color comes from foliage, not just flower drop | existing pool-safe design score"
1024,Sweet Flag,Acorus gramineus 'Ogon',SHRUBS,100,excellent,84,excellent,20,20,90,low,evergreen/everpresent,low,normal,foliage color,,,,"low-mess behavior | evergreen/everpresent foliage | clean foliage / grass-like / evergreen structure | color comes from foliage, not just flower drop | grass/strappy texture works near pools | existing pool-safe design score"
1030,Thuja Hightlights&#8482; 'Janed Gold',Thuja occidentalis 'Janed Gold',SHRUBS,100,excellent,0,poor,20,84,20,low,evergreen/everpresent,low,normal,foliage color,,,,"low-mess behavior | evergreen/everpresent foliage | clean foliage / grass-like / evergreen structure | color comes from foliage, not just flower drop | too large for typical narrow pool planter | existing pool-safe design score"
1038,Variegated Boxleaf Euonymus,Euonymus japonicus 'Microphyllus Variegata',SHRUBS,100,excellent,46,accent,20,84,20,low,evergreen/everpresent,low,normal,foliage color,,,,"waterwise enough for Sacramento-area pool planter | low-mess behavior | evergreen/everpresent foliage | clean foliage / grass-like / evergreen structure | color comes from foliage, not just flower drop | too large for typical narrow pool planter | existing pool-safe design score"
1044,Western Sword Fern,Polystichum munitum,SHRUBS,100,excellent,76,good,20,20,20,low,evergreen/everpresent,low,normal,mostly green/texture,,,,waterwise enough for Sacramento-area pool planter | low-mess behavior | evergreen/everpresent foliage | clean foliage / grass-like / evergreen structure | existing pool-safe design score
1157,Cork Oak,Quercus suber,TREES,100,excellent,10,poor,20,20,20,low,evergreen/everpresent,low,normal,foliage color,,,,"waterwise enough for Sacramento-area pool planter | low-mess behavior | evergreen/everpresent foliage | clean foliage / grass-like / evergreen structure | color comes from foliage, not just flower drop | too large for typical narrow pool planter | existing pool-safe design score"
1181,Deodar Cedar,Cedrus deodara,TREES,100,excellent,10,poor,20,20,20,low,evergreen/everpresent,low,normal,foliage color,,,,"waterwise enough for Sacramento-area pool planter | low-mess behavior | evergreen/everpresent foliage | clean foliage / grass-like / evergreen structure | color comes from foliage, not just flower drop | too large for typical narrow pool planter | existing pool-safe design score"
1186,Dwarf Alberta Spruce,Picea glauca albertiana 'Conica',TREES,100,excellent,0,poor,20,84,20,low,evergreen/everpresent,low,normal,foliage color,,,,"low-mess behavior | evergreen/everpresent foliage | clean foliage / grass-like / evergreen structure | color comes from foliage, not just flower drop | too large for typical narrow pool planter | existing pool-safe design score"
1188,Dwarf Italian Cypress,Cupressus sempervirens 'Dwarf',TREES,100,excellent,0,poor,20,20,20,low,evergreen/everpresent,low,normal,foliage color,,,,"low-mess behavior | evergreen/everpresent foliage | clean foliage / grass-like / evergreen structure | color comes from foliage, not just flower drop | too large for typical narrow pool planter | existing pool-safe design score"
1361,Purple Hopseed Standard Trunk,Dodonaea viscosa 'Purpurea' Std,TREES,100,excellent,10,poor,20,20,20,low,evergreen/everpresent,low,normal,foliage color,,,,"waterwise enough for Sacramento-area pool planter | low-mess behavior | evergreen/everpresent foliage | clean foliage / grass-like / evergreen structure | color comes from foliage, not just flower drop | too large for typical narrow pool planter | existing pool-safe design score"
1368,Red Tip Photinia Shrub,Photinia x fraseri,TREES,100,excellent,0,poor,20,84,20,low,evergreen/everpresent,low,normal,foliage color,,,,"low-mess behavior | evergreen/everpresent foliage | clean foliage / grass-like / evergreen structure | color comes from foliage, not just flower drop | too large for typical narrow pool planter | existing pool-safe design score"
1389,Shiny Xylosma Standard Trunk,Xylosma congestum,TREES,100,excellent,10,poor,20,20,20,low,evergreen/everpresent,low,normal,foliage color,,,,"waterwise enough for Sacramento-area pool planter | low-mess behavior | evergreen/everpresent foliage | clean foliage / grass-like / evergreen structure | color comes from foliage, not just flower drop | too large for typical narrow pool planter | existing pool-safe design score"
708,Big Leaf Philodendron,Philodendron selloum,SHRUBS,98,excellent,30,poor,20,20,20,low,evergreen/everpresent,low,normal,foliage color,,,,"low-mess behavior | evergreen/everpresent foliage | clean foliage / grass-like / evergreen structure | color comes from foliage, not just flower drop | too large for typical narrow pool planter"
711,Black Stem Pittosporum,Pittosporum tenuifolium,SHRUBS,98,excellent,0,poor,20,20,20,low,evergreen/everpresent,low,normal,foliage color,,,,"low-mess behavior | evergreen/everpresent foliage | clean foliage / grass-like / evergreen structure | color comes from foliage, not just flower drop | too large for typical narrow pool planter"
730,Boxleaf Euonymus,Euonymus japonicus 'Microphyllus',SHRUBS,98,excellent,46,accent,20,84,20,low,evergreen/everpresent,low,normal,mostly green/texture,,,,waterwise enough for Sacramento-area pool planter | low-mess behavior | evergreen/everpresent foliage | clean foliage / grass-like / evergreen structure | too large for typical narrow pool planter | existing pool-safe design score
824,Dwarf Mugo Pine,Pinus mugo var. pumilio,SHRUBS,98,excellent,22,poor,20,20,20,low,evergreen/everpresent,low,normal,mostly green/texture,,,,waterwise enough for Sacramento-area pool planter | low-mess behavior | evergreen/everpresent foliage | clean foliage / grass-like / evergreen structure | too large for typical narrow pool planter | existing pool-safe design score
825,Dwarf Mugo Pine | Monrovia,Pinus mugo var. pumilio [M],SHRUBS,98,excellent,22,poor,20,20,20,low,evergreen/everpresent,low,normal,mostly green/texture,,,,waterwise enough for Sacramento-area pool planter | low-mess behavior | evergreen/everpresent foliage | clean foliage / grass-like / evergreen structure | too large for typical narrow pool planter | existing pool-safe design score
846,Euonymus 'Green Spire',Euonymus japonicus 'Green Spire',SHRUBS,98,excellent,46,accent,20,84,20,low,evergreen/everpresent,low,normal,mostly green/texture,,,,waterwise enough for Sacramento-area pool planter | low-mess behavior | evergreen/everpresent foliage | clean foliage / grass-like / evergreen structure | too large for typical narrow pool planter | existing pool-safe design score
847,Fern Pine 'Glacier Blue',Podocarpus elongatus 'Glacier Blue',SHRUBS,98,excellent,0,poor,20,20,20,low,evergreen/everpresent,low,normal,foliage color,,,,"low-mess behavior | evergreen/everpresent foliage | clean foliage / grass-like / evergreen structure | color comes from foliage, not just flower drop | too large for typical narrow pool planter"
848,Icee Blue® Fern Pine | Monrovia,Podocarpus elongatus 'Icee Blue',SHRUBS,98,excellent,0,poor,20,20,20,low,evergreen/everpresent,low,normal,foliage color,,,,"low-mess behavior | evergreen/everpresent foliage | clean foliage / grass-like / evergreen structure | color comes from foliage, not just flower drop | too large for typical narrow pool planter"
918,Juniper 'Spartan',Juniperus chinensis 'Spartan',SHRUBS,98,excellent,46,accent,20,20,20,low,evergreen/everpresent,low,normal,mostly green/texture,,,,waterwise enough for Sacramento-area pool planter | low-mess behavior | evergreen/everpresent foliage | clean foliage / grass-like / evergreen structure | too large for typical narrow pool planter | existing pool-safe design score
919,Juniper 'Spartan' Spiral | Monrovia,Juniperus chinensis 'Spartan' Spiral,SHRUBS,98,excellent,46,accent,20,20,20,low,evergreen/everpresent,low,normal,mostly green/texture,,,,waterwise enough for Sacramento-area pool planter | low-mess behavior | evergreen/everpresent foliage | clean foliage / grass-like / evergreen structure | too large for typical narrow pool planter | existing pool-safe design score
1113,Blue Spruce 'Baby Blue',Picea pungens 'Baby Blue',TREES,98,excellent,0,poor,20,20,20,low,evergreen/everpresent,low,normal,foliage color,,,,"low-mess behavior | evergreen/everpresent foliage | clean foliage / grass-like / evergreen structure | color comes from foliage, not just flower drop | too large for typical narrow pool planter"
1114,Blue Spruce,Picea pungens 'Fat Albert',TREES,98,excellent,0,poor,20,20,20,low,evergreen/everpresent,low,normal,foliage color,,,,"low-mess behavior | evergreen/everpresent foliage | clean foliage / grass-like / evergreen structure | color comes from foliage, not just flower drop | too large for typical narrow pool planter"
1115,Blue Spruce,Picea pungens 'Fat Albert',TREES,98,excellent,0,poor,20,20,20,low,evergreen/everpresent,low,normal,foliage color,,,,"low-mess behavior | evergreen/everpresent foliage | clean foliage / grass-like / evergreen structure | color comes from foliage, not just flower drop | too large for typical narrow pool planter"
1120,Canary Island Date Palm,Phoenix canariensis,TREES,98,excellent,10,poor,20,20,20,low,evergreen/everpresent,low,normal,mostly green/texture,,,,waterwise enough for Sacramento-area pool planter | low-mess behavior | evergreen/everpresent foliage | clean foliage / grass-like / evergreen structure | too large for typical narrow pool planter | existing pool-safe design score
1151,Coast Live Oak Multi-Trunk,Quercus agrifolia,TREES,98,excellent,10,poor,20,20,20,low,evergreen/everpresent,low,normal,mostly green/texture,,,,waterwise enough for Sacramento-area pool planter | low-mess behavior | evergreen/everpresent foliage | clean foliage / grass-like / evergreen structure | too large for typical narrow pool planter | existing pool-safe design score
1152,Coast Live Oak Standard Trunk,Quercus agrifolia,TREES,98,excellent,10,poor,20,20,20,low,evergreen/everpresent,low,normal,mostly green/texture,,,,waterwise enough for Sacramento-area pool planter | low-mess behavior | evergreen/everpresent foliage | clean foliage / grass-like / evergreen structure | too large for typical narrow pool planter | existing pool-safe design score
